                nu      tot_opac
1716  9.822000e+04  1.330000e-21
1717  9.789400e+04  1.320000e-21
1718  9.756800e+04  1.310000e-21
1719  9.724300e+04  1.310000e-21
1720  9.692000e+04  1.300000e-21
1721  9.659700e+04  1.290000e-21
1722  9.627600e+04  1.280000e-21
1723  9.595500e+04  1.270000e-21
1724  9.563600e+04  1.270000e-21
1725  9.531800e+04  1.260000e-21
1726  9.500100e+04  1.250000e-21
1727  9.468500e+04  1.240000e-21
1728  9.437000e+04  1.240000e-21
1729  9.405600e+04  1.230000e-21
1730  9.374300e+04  1.220000e-21
1731  9.343100e+04  1.210000e-21
1732  9.312000e+04  1.210000e-21
1733  9.281000e+04  1.200000e-21
1734  9.250100e+04  1.190000e-21
1735  9.219300e+04  1.180000e-21
1736  9.188700e+04  1.180000e-21
1737  9.158100e+04  1.170000e-21
1738  9.127600e+04  1.160000e-21
1739  9.097200e+04  1.160000e-21
1740  9.067000e+04  1.150000e-21
1741  9.036800e+04  1.140000e-21
1742  9.006700e+04  1.130000e-21
1743  8.976800e+04  1.130000e-21
1744  8.946900e+04  1.120000e-21
1745  8.917100e+04  1.110000e-21
1746  8.887500e+04  1.110000e-21
1747  8.857900e+04  1.100000e-21
1748  8.828400e+04  1.090000e-21
1749  8.799000e+04  1.090000e-21
1750  8.769700e+04  1.080000e-21
1751  8.740600e+04  1.070000e-21
1752  8.711500e+04  1.070000e-21
1753  8.682500e+04  1.060000e-21
1754  8.653600e+04  1.050000e-21
1755  8.624800e+04  1.050000e-21
1756  8.596100e+04  1.040000e-21
1757  8.567500e+04  1.040000e-21
1758  8.539000e+04  1.030000e-21
1759  8.510600e+04  1.020000e-21
1760  8.482300e+04  1.020000e-21
1761  8.454000e+04  1.010000e-21
1762  8.425900e+04  1.010000e-21
1763  8.397900e+04  1.000000e-21
1764  8.369900e+04  9.940000e-22
1765  8.342100e+04  9.880000e-22
1766  8.314300e+04  9.820000e-22
1767  8.286700e+04  9.760000e-22
1768  8.259100e+04  9.700000e-22
1769  8.231600e+04  9.650000e-22
1770  8.204200e+04  9.590000e-22
1771  8.176900e+04  9.530000e-22
1772  8.149700e+04  9.480000e-22
1773  8.122600e+04  9.420000e-22
1774  8.095600e+04  9.370000e-22
1775  8.068600e+04  9.310000e-22
1776  8.041800e+04  9.260000e-22
1777  8.015000e+04  9.200000e-22
1778  7.988400e+04  9.150000e-22
1779  7.961800e+04  9.100000e-22
1780  7.935300e+04  9.040000e-22
1781  7.908900e+04  8.990000e-22
1782  7.882600e+04  8.940000e-22
1783  7.856300e+04  8.890000e-22
1784  7.830200e+04  8.840000e-22
1785  7.804100e+04  8.780000e-22
1786  7.778200e+04  8.730000e-22
1787  7.752300e+04  8.680000e-22
1788  7.726500e+04  8.630000e-22
1789  7.700800e+04  8.580000e-22
1790  7.675200e+04  8.530000e-22
1791  7.649600e+04  8.480000e-22
1792  7.624200e+04  8.440000e-22
1793  7.598800e+04  8.390000e-22
1794  7.573500e+04  8.340000e-22
1795  7.548300e+04  8.290000e-22
1796  7.523200e+04  8.240000e-22
1797  7.498200e+04  8.200000e-22
1798  7.473200e+04  8.150000e-22
1799  7.448400e+04  8.100000e-22
1800  7.423600e+04  8.060000e-22
1801  7.398900e+04  8.010000e-22
1802  7.374200e+04  7.970000e-22
1803  7.349700e+04  7.920000e-22
1804  7.325300e+04  7.880000e-22
1805  7.300900e+04  7.830000e-22
1806  7.276600e+04  7.790000e-22
1807  7.252400e+04  7.740000e-22
1808  7.228200e+04  7.700000e-22
1809  7.204200e+04  7.660000e-22
1810  7.180200e+04  7.620000e-22
1811  7.156300e+04  7.570000e-22
1812  7.132500e+04  7.530000e-22
1813  7.108800e+04  7.490000e-22
1814  7.085100e+04  7.450000e-22
1815  7.061600e+04  7.410000e-22
1816  7.038100e+04  7.360000e-22
1817  7.014600e+04  7.320000e-22
1818  6.991300e+04  7.280000e-22
1819  6.968000e+04  7.240000e-22
1820  6.944800e+04  7.200000e-22
1821  6.921700e+04  7.160000e-22
1822  6.898700e+04  7.120000e-22
1823  6.875800e+04  7.080000e-22
1824  6.852900e+04  7.040000e-22
1825  6.830100e+04  7.010000e-22
1826  6.807300e+04  6.970000e-22
1827  6.784700e+04  6.930000e-22
1828  6.762100e+04  6.890000e-22
1829  6.739600e+04  6.850000e-22
1830  6.717200e+04  6.820000e-22
1831  6.694800e+04  6.780000e-22
1832  6.672600e+04  6.740000e-22
1833  6.650400e+04  6.710000e-22
1834  6.628200e+04  6.670000e-22
1835  6.606200e+04  6.630000e-22
1836  6.584200e+04  6.600000e-22
1837  6.562300e+04  6.560000e-22
1838  6.540500e+04  6.530000e-22
1839  6.518700e+04  6.490000e-22
1840  6.497000e+04  6.460000e-22
1841  6.475400e+04  6.420000e-22
1842  6.453800e+04  6.390000e-22
1843  6.432400e+04  6.360000e-22
1844  6.411000e+04  6.320000e-22
1845  6.389600e+04  6.290000e-22
1846  6.368400e+04  6.250000e-22
1847  6.347200e+04  6.220000e-22
1848  6.326100e+04  6.190000e-22
1849  6.305000e+04  6.160000e-22
1850  6.284000e+04  6.120000e-22
1851  6.263100e+04  6.090000e-22
1852  6.242300e+04  6.060000e-22
1853  6.221500e+04  6.030000e-22
1854  6.200800e+04  6.000000e-22
1855  6.180200e+04  5.960000e-22
1856  6.159600e+04  5.930000e-22
1857  6.139100e+04  5.900000e-22
1858  6.118700e+04  5.870000e-22
1859  6.098300e+04  5.840000e-22
1860  6.078000e+04  5.810000e-22
1861  6.057800e+04  5.780000e-22
1862  6.037700e+04  5.750000e-22
1863  6.017600e+04  5.720000e-22
1864  5.997500e+04  5.690000e-22
1865  5.977600e+04  5.660000e-22
1866  5.957700e+04  5.630000e-22
1867  5.937900e+04  5.610000e-22
1868  5.918100e+04  5.580000e-22
1869  5.898400e+04  5.550000e-22
1870  5.878800e+04  5.520000e-22
1871  5.859200e+04  5.490000e-22
1872  5.839700e+04  5.470000e-22
1873  5.820300e+04  5.440000e-22
1874  5.800900e+04  5.410000e-22
1875  5.781600e+04  5.380000e-22
1876  5.762400e+04  5.360000e-22
1877  5.743200e+04  5.330000e-22
1878  5.724100e+04  5.300000e-22
1879  5.705100e+04  5.280000e-22
1880  5.686100e+04  5.250000e-22
1881  5.667200e+04  5.220000e-22
1882  5.648300e+04  5.200000e-22
1883  5.629500e+04  5.170000e-22
1884  5.610800e+04  5.150000e-22
1885  5.592100e+04  5.120000e-22
1886  5.573500e+04  5.100000e-22
1887  5.555000e+04  5.070000e-22
1888  5.536500e+04  5.050000e-22
1889  5.518100e+04  5.020000e-22
1890  5.499700e+04  5.000000e-22
1891  5.481400e+04  4.970000e-22
1892  5.463200e+04  4.950000e-22
1893  5.445000e+04  4.930000e-22
1894  5.426900e+04  4.900000e-22
1895  5.408800e+04  4.880000e-22
1896  5.390800e+04  4.850000e-22
1897  5.372900e+04  4.830000e-22
1898  5.355000e+04  4.810000e-22
1899  5.337200e+04  4.780000e-22
1900  5.319400e+04  4.760000e-22
1901  5.301700e+04  4.740000e-22
1902  5.284100e+04  4.720000e-22
1903  5.266500e+04  4.690000e-22
1904  5.249000e+04  4.670000e-22
1905  5.231500e+04  4.650000e-22
1906  5.214100e+04  4.630000e-22
1907  5.196700e+04  4.610000e-22
1908  5.179400e+04  4.590000e-22
1909  5.162200e+04  4.560000e-22
1910  5.145000e+04  4.540000e-22
1911  5.127900e+04  4.520000e-22
1912  5.110900e+04  4.500000e-22
1913  5.093900e+04  4.480000e-22
1914  5.076900e+04  4.460000e-22
1915  5.060000e+04  4.440000e-22
1916  5.043200e+04  4.420000e-22
1917  5.026400e+04  4.400000e-22
1918  5.009700e+04  4.380000e-22
1919  4.993000e+04  4.360000e-22
1920  4.976400e+04  4.340000e-22
1921  4.959800e+04  4.320000e-22
1922  4.943300e+04  4.300000e-22
1923  4.926900e+04  4.280000e-22
1924  4.910500e+04  4.260000e-22
1925  4.894100e+04  4.240000e-22
1926  4.877900e+04  4.220000e-22
1927  4.861600e+04  4.200000e-22
1928  4.845400e+04  4.180000e-22
1929  4.829300e+04  4.170000e-22
1930  4.813300e+04  4.150000e-22
1931  4.797200e+04  4.130000e-22
1932  4.781300e+04  4.110000e-22
1933  4.765400e+04  4.090000e-22
1934  4.749500e+04  4.070000e-22
1935  4.733700e+04  4.060000e-22
1936  4.718000e+04  4.040000e-22
1937  4.702300e+04  4.020000e-22
1938  4.686600e+04  4.000000e-22
1939  4.671000e+04  3.990000e-22
1940  4.655500e+04  3.970000e-22
1941  4.640000e+04  3.950000e-22
1942  4.624500e+04  3.940000e-22
1943  4.609200e+04  3.920000e-22
1944  4.593800e+04  3.900000e-22
1945  4.578500e+04  3.890000e-22
1946  4.563300e+04  3.870000e-22
1947  4.548100e+04  3.850000e-22
1948  4.533000e+04  3.840000e-22
1949  4.517900e+04  3.820000e-22
1950  4.502900e+04  3.800000e-22
1951  4.487900e+04  3.790000e-22
1952  4.472900e+04  3.770000e-22
1953  4.458100e+04  3.760000e-22
1954  4.443200e+04  3.740000e-22
1955  4.428400e+04  3.730000e-22
1956  4.413700e+04  3.710000e-22
1957  4.399000e+04  3.690000e-22
1958  4.384400e+04  3.680000e-22
1959  4.369800e+04  3.660000e-22
1960  4.355300e+04  3.650000e-22
1961  4.340800e+04  3.630000e-22
1962  4.326300e+04  3.620000e-22
1963  4.311900e+04  3.610000e-22
1964  4.297600e+04  3.590000e-22
1965  4.283300e+04  3.580000e-22
1966  4.269000e+04  3.560000e-22
1967  4.254800e+04  3.550000e-22
1968  4.240700e+04  3.530000e-22
1969  4.226600e+04  3.520000e-22
1970  4.212500e+04  3.510000e-22
1971  4.198500e+04  3.490000e-22
1972  4.184500e+04  3.480000e-22
1973  4.170600e+04  3.460000e-22
1974  4.156700e+04  3.450000e-22
1975  4.142900e+04  3.440000e-22
1976  4.129100e+04  3.420000e-22
1977  4.115300e+04  3.410000e-22
1978  4.101700e+04  3.400000e-22
1979  4.088000e+04  3.380000e-22
1980  4.074400e+04  3.370000e-22
1981  4.060800e+04  3.360000e-22
1982  4.047300e+04  3.350000e-22
1983  4.033900e+04  3.330000e-22
1984  4.020400e+04  3.320000e-22
1985  4.007100e+04  3.310000e-22
1986  3.993700e+04  3.300000e-22
1987  3.980400e+04  3.280000e-22
1988  3.967200e+04  3.270000e-22
1989  3.954000e+04  3.260000e-22
1990  3.940800e+04  3.250000e-22
1991  3.927700e+04  3.230000e-22
1992  3.914700e+04  3.220000e-22
1993  3.901600e+04  3.210000e-22
1994  3.888700e+04  3.200000e-22
1995  3.875700e+04  3.190000e-22
1996  3.862800e+04  3.180000e-22
1997  3.850000e+04  3.160000e-22
1998  3.837200e+04  3.150000e-22
1999  3.824400e+04  3.140000e-22
2000  3.811700e+04  3.130000e-22
2001  3.799000e+04  3.120000e-22
2002  3.786300e+04  3.110000e-22
2003  3.773700e+04  3.100000e-22
2004  3.761200e+04  3.090000e-22
2005  3.748700e+04  3.070000e-22
2006  3.736200e+04  3.060000e-22
2007  3.723800e+04  3.050000e-22
2008  3.711400e+04  3.040000e-22
2009  3.699000e+04  3.030000e-22
2010  3.686700e+04  3.020000e-22
2011  3.674400e+04  3.010000e-22
2012  3.662200e+04  3.000000e-22
2013  3.650000e+04  2.990000e-22
2014  3.637900e+04  2.980000e-22
2015  3.625800e+04  2.970000e-22
2016  3.613700e+04  2.960000e-22
2017  3.601700e+04  2.950000e-22
2018  3.589700e+04  2.940000e-22
2019  3.577800e+04  2.930000e-22
2020  3.565900e+04  2.920000e-22
2021  3.554000e+04  2.910000e-22
2022  3.542200e+04  2.900000e-22
2023  3.530400e+04  2.890000e-22
2024  3.518600e+04  2.880000e-22
2025  3.506900e+04  2.870000e-22
2026  3.495300e+04  2.860000e-22
2027  3.483600e+04  2.850000e-22
2028  3.472000e+04  2.840000e-22
2029  3.460500e+04  2.840000e-22
2030  3.449000e+04  2.830000e-22
2031  3.437500e+04  2.820000e-22
2032  3.426100e+04  2.810000e-22
2033  3.414700e+04  2.800000e-22
2034  3.403300e+04  2.790000e-22
2035  3.392000e+04  2.780000e-22
2036  3.380700e+04  2.770000e-22
2037  3.369400e+04  2.760000e-22
2038  3.358200e+04  2.760000e-22
2039  3.347100e+04  2.750000e-22
2040  3.335900e+04  2.740000e-22
2041  3.324800e+04  2.730000e-22
2042  3.313800e+04  2.720000e-22
2043  3.302700e+04  2.710000e-22
2044  3.291700e+04  2.700000e-22
2045  3.280800e+04  2.700000e-22
2046  3.269900e+04  2.690000e-22
2047  3.259000e+04  2.680000e-22
2048  3.248100e+04  2.670000e-22
2049  3.237300e+04  2.660000e-22
2050  3.226600e+04  2.660000e-22
2051  3.215800e+04  2.650000e-22
2052  3.205100e+04  2.640000e-22
2053  3.194500e+04  2.630000e-22
2054  3.183800e+04  2.630000e-22
2055  3.173200e+04  2.620000e-22
2056  3.162700e+04  2.610000e-22
2057  3.152200e+04  2.600000e-22
2058  3.141700e+04  2.590000e-22
2059  3.131200e+04  2.590000e-22
2060  3.120800e+04  2.580000e-22
2061  3.110400e+04  2.570000e-22
2062  3.100100e+04  2.570000e-22
2063  3.089700e+04  2.560000e-22
2064  3.079500e+04  2.550000e-22
2065  3.069200e+04  2.540000e-22
2066  3.059000e+04  2.540000e-22
2067  3.048800e+04  2.530000e-22
2068  3.038700e+04  2.520000e-22
2069  3.028600e+04  2.520000e-22
2070  3.018500e+04  2.510000e-22
2071  3.008400e+04  2.500000e-22
2072  2.998400e+04  2.500000e-22
2073  2.988500e+04  2.490000e-22
2074  2.978500e+04  2.480000e-22
2075  2.968600e+04  2.480000e-22
2076  2.958700e+04  2.470000e-22
2077  2.948900e+04  2.460000e-22
2078  2.939100e+04  2.460000e-22
2079  2.929300e+04  2.450000e-22
2080  2.919500e+04  2.440000e-22
2081  2.909800e+04  2.440000e-22
2082  2.900100e+04  2.430000e-22
2083  2.890500e+04  2.420000e-22
2084  2.880900e+04  2.420000e-22
2085  2.871300e+04  2.410000e-22
2086  2.861700e+04  2.410000e-22
2087  2.852200e+04  2.400000e-22
2088  2.842700e+04  2.390000e-22
2089  2.833300e+04  2.390000e-22
2090  2.823800e+04  2.380000e-22
2091  2.814400e+04  2.380000e-22
2092  2.805100e+04  2.370000e-22
2093  2.795700e+04  2.360000e-22
2094  2.786400e+04  2.360000e-22
2095  2.777200e+04  2.350000e-22
2096  2.767900e+04  2.350000e-22
2097  2.758700e+04  2.340000e-22
2098  2.749500e+04  2.330000e-22
2099  2.740400e+04  2.330000e-22
2100  2.731300e+04  2.320000e-22
2101  2.722200e+04  2.320000e-22
2102  2.713100e+04  2.310000e-22
2103  2.704100e+04  2.310000e-22
2104  2.695100e+04  2.300000e-22
2105  2.686100e+04  2.300000e-22
2106  2.677200e+04  2.290000e-22
2107  2.668300e+04  2.290000e-22
2108  2.659400e+04  2.280000e-22
2109  2.650600e+04  2.280000e-22
2110  2.641700e+04  2.270000e-22
2111  2.633000e+04  2.260000e-22
2112  2.624200e+04  2.260000e-22
2113  2.615500e+04  2.250000e-22
2114  2.606800e+04  2.250000e-22
2115  2.598100e+04  2.240000e-22
2116  2.589400e+04  2.240000e-22
2117  2.580800e+04  2.230000e-22
2118  2.572200e+04  2.230000e-22
2119  2.563700e+04  2.220000e-22
2120  2.555100e+04  2.220000e-22
2121  2.546600e+04  2.220000e-22
2122  2.538200e+04  2.210000e-22
2123  2.529700e+04  2.210000e-22
2124  2.521300e+04  2.200000e-22
2125  2.512900e+04  2.200000e-22
2126  2.504600e+04  2.190000e-22
2127  2.496200e+04  2.190000e-22
2128  2.487900e+04  2.180000e-22
2129  2.479600e+04  2.180000e-22
2130  2.471400e+04  2.170000e-22
2131  2.463200e+04  2.170000e-22
2132  2.455000e+04  2.160000e-22
2133  2.446800e+04  2.160000e-22
2134  2.438700e+04  2.160000e-22
2135  2.430500e+04  2.150000e-22
2136  2.422500e+04  2.150000e-22
2137  2.414400e+04  2.140000e-22
2138  2.406400e+04  2.140000e-22
2139  2.398400e+04  2.130000e-22
2140  2.390400e+04  2.130000e-22
2141  2.382400e+04  2.130000e-22
2142  2.374500e+04  2.120000e-22
2143  2.366600e+04  2.120000e-22
2144  2.358700e+04  2.110000e-22
2145  2.350900e+04  2.110000e-22
2146  2.343000e+04  2.110000e-22
2147  2.335200e+04  2.100000e-22
2148  2.327500e+04  2.100000e-22
2149  2.319700e+04  2.090000e-22
2150  2.312000e+04  2.090000e-22
2151  2.304300e+04  2.090000e-22
2152  2.296700e+04  2.080000e-22
2153  2.289000e+04  2.080000e-22
2154  2.281400e+04  2.070000e-22
2155  2.273800e+04  2.070000e-22
2156  2.266200e+04  2.070000e-22
2157  2.258700e+04  2.060000e-22
2158  2.251200e+04  2.060000e-22
2159  2.243700e+04  2.060000e-22
2160  2.236200e+04  2.050000e-22
2161  2.228800e+04  2.050000e-22
2162  2.221400e+04  2.040000e-22
2163  2.214000e+04  2.040000e-22
2164  2.206600e+04  2.040000e-22
2165  2.199300e+04  2.030000e-22
2166  2.192000e+04  2.030000e-22
2167  2.184700e+04  2.030000e-22
2168  2.177400e+04  2.020000e-22
2169  2.170100e+04  2.020000e-22
2170  2.162900e+04  2.020000e-22
2171  2.155700e+04  2.010000e-22
2172  2.148600e+04  2.010000e-22
2173  2.141400e+04  2.010000e-22
2174  2.134300e+04  2.000000e-22
2175  2.127200e+04  2.000000e-22
2176  2.120100e+04  2.000000e-22
2177  2.113000e+04  1.990000e-22
2178  2.106000e+04  1.990000e-22
2179  2.099000e+04  1.990000e-22
2180  2.092000e+04  1.980000e-22
2181  2.085100e+04  1.980000e-22
2182  2.078100e+04  1.980000e-22
2183  2.071200e+04  1.980000e-22
2184  2.064300e+04  1.970000e-22
2185  2.057400e+04  1.970000e-22
2186  2.050600e+04  1.970000e-22
2187  2.043800e+04  1.960000e-22
2188  2.037000e+04  1.960000e-22
2189  2.030200e+04  1.960000e-22
2190  2.023400e+04  1.950000e-22
2191  2.016700e+04  1.950000e-22
2192  2.010000e+04  1.950000e-22
2193  2.003300e+04  1.950000e-22
2194  1.996600e+04  1.940000e-22
2195  1.990000e+04  1.940000e-22
2196  1.983400e+04  1.940000e-22
2197  1.976800e+04  1.930000e-22
2198  1.970200e+04  1.930000e-22
2199  1.963600e+04  1.930000e-22
2200  1.957100e+04  1.930000e-22
2201  1.950600e+04  1.920000e-22
2202  1.944100e+04  1.920000e-22
2203  1.937600e+04  1.920000e-22
2204  1.931200e+04  1.910000e-22
2205  1.924800e+04  1.910000e-22
2206  1.918400e+04  1.910000e-22
2207  1.912000e+04  1.910000e-22
2208  1.905600e+04  1.900000e-22
2209  1.899300e+04  1.900000e-22
2210  1.893000e+04  1.900000e-22
2211  1.886700e+04  1.900000e-22
2212  1.880400e+04  1.890000e-22
2213  1.874100e+04  1.890000e-22
2214  1.867900e+04  1.890000e-22
2215  1.861700e+04  1.890000e-22
2216  1.855500e+04  1.880000e-22
2217  1.849300e+04  1.880000e-22
2218  1.843200e+04  1.880000e-22
2219  1.837000e+04  1.880000e-22
2220  1.830900e+04  1.870000e-22
2221  1.824800e+04  1.870000e-22
2222  1.818700e+04  1.870000e-22
2223  1.812700e+04  1.870000e-22
2224  1.806700e+04  1.870000e-22
2225  1.800600e+04  1.860000e-22
2226  1.794700e+04  1.860000e-22
2227  1.788700e+04  1.860000e-22
2228  1.782700e+04  1.860000e-22
2229  1.776800e+04  1.850000e-22
2230  1.770900e+04  1.850000e-22
2231  1.765000e+04  1.850000e-22
2232  1.759100e+04  1.850000e-22
2233  1.753300e+04  1.850000e-22
2234  1.747400e+04  1.840000e-22
2235  1.741600e+04  1.840000e-22
2236  1.735800e+04  1.840000e-22
2237  1.730100e+04  1.840000e-22
2238  1.724300e+04  1.830000e-22
2239  1.718600e+04  1.830000e-22
2240  1.712800e+04  1.830000e-22
2241  1.707100e+04  1.830000e-22
2242  1.701500e+04  1.830000e-22
2243  1.695800e+04  1.820000e-22
2244  1.690200e+04  1.820000e-22
2245  1.684500e+04  1.820000e-22
2246  1.678900e+04  1.820000e-22
2247  1.673300e+04  1.820000e-22
2248  1.667800e+04  1.810000e-22
2249  1.662200e+04  1.810000e-22
2250  1.656700e+04  1.810000e-22
2251  1.651200e+04  1.810000e-22
2252  1.645700e+04  1.810000e-22
2253  1.640200e+04  1.810000e-22
2254  1.634800e+04  1.800000e-22
2255  1.629300e+04  1.800000e-22
2256  1.623900e+04  1.800000e-22
2257  1.618500e+04  1.800000e-22
2258  1.613100e+04  1.800000e-22
2259  1.607700e+04  1.790000e-22
2260  1.602400e+04  1.790000e-22
2261  1.597100e+04  1.790000e-22
2262  1.591700e+04  1.790000e-22
2263  1.586400e+04  1.790000e-22
2264  1.581200e+04  1.790000e-22
2265  1.575900e+04  1.780000e-22
2266  1.570700e+04  1.780000e-22
2267  1.565400e+04  1.780000e-22
2268  1.560200e+04  1.780000e-22
2269  1.555000e+04  1.780000e-22
2270  1.549900e+04  1.780000e-22
2271  1.544700e+04  1.770000e-22
2272  1.539600e+04  1.770000e-22
2273  1.534400e+04  1.770000e-22
2274  1.529300e+04  1.770000e-22
2275  1.524200e+04  1.770000e-22
2276  1.519200e+04  1.770000e-22
2277  1.514100e+04  1.760000e-22
2278  1.509100e+04  1.760000e-22
2279  1.504100e+04  1.760000e-22
2280  1.499100e+04  1.760000e-22
2281  1.494100e+04  1.760000e-22
2282  1.489100e+04  1.760000e-22
2283  1.484100e+04  1.750000e-22
2284  1.479200e+04  1.750000e-22
2285  1.474300e+04  1.750000e-22
2286  1.469400e+04  1.750000e-22
2287  1.464500e+04  1.750000e-22
2288  1.459600e+04  1.750000e-22
2289  1.454800e+04  1.750000e-22
2290  1.449900e+04  1.740000e-22
2291  1.445100e+04  1.740000e-22
2292  1.440300e+04  1.740000e-22
2293  1.435500e+04  1.740000e-22
2294  1.430700e+04  1.740000e-22
2295  1.426000e+04  1.740000e-22
2296  1.421200e+04  1.740000e-22
2297  1.416500e+04  1.730000e-22
2298  1.411800e+04  1.730000e-22
2299  1.407100e+04  1.730000e-22
2300  1.402400e+04  1.730000e-22
2301  1.397700e+04  1.730000e-22
2302  1.393100e+04  1.730000e-22
2303  1.388400e+04  1.730000e-22
2304  1.383800e+04  1.730000e-22
2305  1.379200e+04  1.720000e-22
2306  1.374600e+04  1.720000e-22
2307  1.370000e+04  1.720000e-22
2308  1.365500e+04  1.720000e-22
2309  1.360900e+04  1.720000e-22
2310  1.356400e+04  1.720000e-22
2311  1.351900e+04  1.720000e-22
2312  1.347400e+04  1.720000e-22
2313  1.342900e+04  1.710000e-22
2314  1.338500e+04  1.710000e-22
2315  1.334000e+04  1.710000e-22
2316  1.329600e+04  1.710000e-22
2317  1.325100e+04  1.710000e-22
2318  1.320700e+04  1.710000e-22
2319  1.316300e+04  1.710000e-22
2320  1.312000e+04  1.710000e-22
2321  1.307600e+04  1.700000e-22
2322  1.303200e+04  1.700000e-22
2323  1.298900e+04  1.700000e-22
2324  1.294600e+04  1.700000e-22
2325  1.290300e+04  1.700000e-22
2326  1.286000e+04  1.700000e-22
2327  1.281700e+04  1.700000e-22
2328  1.277400e+04  1.700000e-22
2329  1.273200e+04  1.700000e-22
2330  1.268900e+04  1.690000e-22
2331  1.264700e+04  1.690000e-22
2332  1.260500e+04  1.690000e-22
2333  1.256300e+04  1.690000e-22
2334  1.252100e+04  1.690000e-22
2335  1.248000e+04  1.690000e-22
2336  1.243800e+04  1.690000e-22
2337  1.239700e+04  1.690000e-22
2338  1.235600e+04  1.690000e-22
2339  1.231400e+04  1.690000e-22
2340  1.227300e+04  1.680000e-22
2341  1.223300e+04  1.680000e-22
2342  1.219200e+04  1.680000e-22
2343  1.215100e+04  1.680000e-22
2344  1.211100e+04  1.680000e-22
2345  1.207100e+04  1.680000e-22
2346  1.203000e+04  1.680000e-22
2347  1.199000e+04  1.680000e-22
2348  1.195100e+04  1.680000e-22
2349  1.191100e+04  1.680000e-22
2350  1.187100e+04  1.670000e-22
2351  1.183200e+04  1.670000e-22
2352  1.179200e+04  1.670000e-22
2353  1.175300e+04  1.670000e-22
2354  1.171400e+04  1.670000e-22
2355  1.167500e+04  1.670000e-22
2356  1.163600e+04  1.670000e-22
2357  1.159700e+04  1.670000e-22
2358  1.155900e+04  1.670000e-22
2359  1.152000e+04  1.670000e-22
2360  1.148200e+04  1.670000e-22
2361  1.144400e+04  1.660000e-22
2362  1.140600e+04  1.660000e-22
2363  1.136800e+04  1.660000e-22
2364  1.133000e+04  1.660000e-22
2365  1.129200e+04  1.660000e-22
2366  1.125500e+04  1.660000e-22
2367  1.121700e+04  1.660000e-22
2368  1.118000e+04  1.660000e-22
2369  1.114300e+04  1.660000e-22
2370  1.110600e+04  1.660000e-22
2371  1.106900e+04  1.660000e-22
2372  1.103200e+04  1.660000e-22
2373  1.099500e+04  1.660000e-22
2374  1.095900e+04  1.650000e-22
2375  1.092200e+04  1.650000e-22
2376  1.088600e+04  1.650000e-22
2377  1.085000e+04  1.650000e-22
2378  1.081300e+04  1.650000e-22
2379  1.077700e+04  1.650000e-22
2380  1.074200e+04  1.650000e-22
2381  1.070600e+04  1.650000e-22
2382  1.067000e+04  1.650000e-22
2383  1.063500e+04  1.650000e-22
2384  1.059900e+04  1.650000e-22
2385  1.056400e+04  1.650000e-22
2386  1.052900e+04  1.650000e-22
2387  1.049400e+04  1.640000e-22
2388  1.045900e+04  1.640000e-22
2389  1.042400e+04  1.640000e-22
2390  1.038900e+04  1.640000e-22
2391  1.035500e+04  1.640000e-22
2392  1.032000e+04  1.640000e-22
2393  1.028600e+04  1.640000e-22
2394  1.025200e+04  1.640000e-22
2395  1.021800e+04  1.640000e-22
2396  1.018400e+04  1.640000e-22
2397  1.015000e+04  1.640000e-22
2398  1.011600e+04  1.640000e-22
2399  1.008200e+04  1.640000e-22
2400  1.004900e+04  1.640000e-22
2401  1.001500e+04  1.640000e-22
2402  9.982100e+03  1.640000e-22
2403  9.948900e+03  1.630000e-22
2404  9.915800e+03  1.630000e-22
2405  9.882800e+03  1.630000e-22
2406  9.849900e+03  1.630000e-22
2407  9.817200e+03  1.630000e-22
2408  9.784500e+03  1.630000e-22
2409  9.751900e+03  1.630000e-22
2410  9.719500e+03  1.630000e-22
2411  9.687100e+03  1.630000e-22
2412  9.654900e+03  1.630000e-22
2413  9.622800e+03  1.630000e-22
2414  9.590800e+03  1.630000e-22
2415  9.558900e+03  1.630000e-22
2416  9.527000e+03  1.630000e-22
2417  9.495300e+03  1.630000e-22
2418  9.463800e+03  1.630000e-22
2419  9.432300e+03  1.630000e-22
2420  9.400900e+03  1.620000e-22
2421  9.369600e+03  1.620000e-22
2422  9.338400e+03  1.620000e-22
2423  9.307300e+03  1.620000e-22
2424  9.276400e+03  1.620000e-22
2425  9.245500e+03  1.620000e-22
2426  9.214700e+03  1.620000e-22
2427  9.184100e+03  1.620000e-22
2428  9.153500e+03  1.620000e-22
2429  9.123100e+03  1.620000e-22
2430  9.092700e+03  1.620000e-22
2431  9.062500e+03  1.620000e-22
2432  9.032300e+03  1.620000e-22
2433  9.002200e+03  1.620000e-22
2434  8.972300e+03  1.620000e-22
2435  8.942400e+03  1.620000e-22
2436  8.912700e+03  1.620000e-22
2437  8.883000e+03  1.620000e-22
2438  8.853500e+03  1.620000e-22
2439  8.824000e+03  1.620000e-22
2440  8.794600e+03  1.610000e-22
2441  8.765400e+03  1.610000e-22
2442  8.736200e+03  1.610000e-22
2443  8.707100e+03  1.610000e-22
2444  8.678200e+03  1.610000e-22
2445  8.649300e+03  1.610000e-22
2446  8.620500e+03  1.610000e-22
2447  8.591800e+03  1.610000e-22
2448  8.563200e+03  1.610000e-22
2449  8.534800e+03  1.610000e-22
2450  8.506400e+03  1.610000e-22
2451  8.478100e+03  1.610000e-22
